id,label,name,doc_instance_id,clause_id,clause_index,clause_type_prelim,clause_text,mechanism_id,mechanism_type,mechanism_source,param_mention_id,param_def_id,param_type,raw_value,raw_unit,norm_value,norm_unit,canonical_key,range_start,range_end,op,scope_unit,bind_confidence,strict_all,strict_high,source_path,extraction_version,track
Clause:8293b970f4e2ac1c39653b3e5937d089fbcd1b69315da4d962c2e805f3a1ca2e#clause_0004,Clause,,8293b970f4e2ac1c39653b3e5937d089fbcd1b69315da4d962c2e805f3a1ca2e,8293b970f4e2ac1c39653b3e5937d089fbcd1b69315da4d962c2e805f3a1ca2e#clause_0004,4,other,城乡低保户和农村五保户家庭的每月用电量前10千瓦时免费。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8293b970f4e2ac1c39653b3e5937d089fbcd1b69315da4d962c2e805f3a1ca2e#clause_0005,Clause,,8293b970f4e2ac1c39653b3e5937d089fbcd1b69315da4d962c2e805f3a1ca2e,8293b970f4e2ac1c39653b3e5937d089fbcd1b69315da4d962c2e805f3a1ca2e#clause_0005,5,time_rule,分档电量标准按年计算，超过2160千瓦时部分将适用第二档或第三档电价。电价调整自2012年7月1日起执行。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:83348a380b3b3d6a053a6b89707affb993adc6db4dd70aed9d2fc76779e202b5#clause_0001,Clause,,83348a380b3b3d6a053a6b89707affb993adc6db4dd70aed9d2fc76779e202b5,83348a380b3b3d6a053a6b89707affb993adc6db4dd70aed9d2fc76779e202b5#clause_0001,1,subsidy_rule,"2024年12月18日	《2024-2025年咸阳市采暖季清洁取暖运行补贴政策》	
""补贴标准600元/户/采暖季，每户根据不同取暖方式只能享受一种清洁取暖方式运行补贴。",,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:83348a380b3b3d6a053a6b89707affb993adc6db4dd70aed9d2fc76779e202b5#clause_0002,Clause,,83348a380b3b3d6a053a6b89707affb993adc6db4dd70aed9d2fc76779e202b5,83348a380b3b3d6a053a6b89707affb993adc6db4dd70aed9d2fc76779e202b5#clause_0002,2,subsidy_rule,"中央和省级财政承担240元/户/采暖季，市级财政承担180元/户/采暖季，
各县市区财政承担不低于180元/户/采暖季，也可结合各自财力情况和运行情况适度提高补贴标准。",,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:83348a380b3b3d6a053a6b89707affb993adc6db4dd70aed9d2fc76779e202b5#clause_0006,Clause,,83348a380b3b3d6a053a6b89707affb993adc6db4dd70aed9d2fc76779e202b5,83348a380b3b3d6a053a6b89707affb993adc6db4dd70aed9d2fc76779e202b5#clause_0006,6,time_rule,"（不少于两个月）
完成生物质专用颗粒燃料采购，采暖季前发放到户。",,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:856652d4d7364977a05a7a183b892b5d146cb65bbc1a45dd030bcf53c76f25b3#clause_0001,Clause,,856652d4d7364977a05a7a183b892b5d146cb65bbc1a45dd030bcf53c76f25b3,856652d4d7364977a05a7a183b892b5d146cb65bbc1a45dd030bcf53c76f25b3#clause_0001,1,pricing_rule,第一档电量为每月180千瓦时及以下，维持现行价格不加价；,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:856652d4d7364977a05a7a183b892b5d146cb65bbc1a45dd030bcf53c76f25b3#clause_0002,Clause,,856652d4d7364977a05a7a183b892b5d146cb65bbc1a45dd030bcf53c76f25b3,856652d4d7364977a05a7a183b892b5d146cb65bbc1a45dd030bcf53c76f25b3#clause_0002,2,other,第二档电量为181-350千瓦时，价格在第一档基础上每千瓦时提高0.05元；,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:856652d4d7364977a05a7a183b892b5d146cb65bbc1a45dd030bcf53c76f25b3#clause_0003,Clause,,856652d4d7364977a05a7a183b892b5d146cb65bbc1a45dd030bcf53c76f25b3,856652d4d7364977a05a7a183b892b5d146cb65bbc1a45dd030bcf53c76f25b3#clause_0003,3,other,第三档电量为351千瓦时及以上，价格在第一档基础上每千瓦时提高0.3元。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:856652d4d7364977a05a7a183b892b5d146cb65bbc1a45dd030bcf53c76f25b3#clause_0004,Clause,,856652d4d7364977a05a7a183b892b5d146cb65bbc1a45dd030bcf53c76f25b3,856652d4d7364977a05a7a183b892b5d146cb65bbc1a45dd030bcf53c76f25b3#clause_0004,4,time_rule,年累计用电量在2160千瓦时及以下的按第一档执行，2161千瓦时至4200千瓦时的按第二档执行，4201千瓦时及以上的按第三档执行。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:85f4b58cc76ff64db857d8c4b587b2d911ae13a29f7c836d636ef07c2efd6e24#clause_0004,Clause,,85f4b58cc76ff64db857d8c4b587b2d911ae13a29f7c836d636ef07c2efd6e24,85f4b58cc76ff64db857d8c4b587b2d911ae13a29f7c836d636ef07c2efd6e24#clause_0004,4,subsidy_rule,2016-2018年采用的奖励标准分别不超过项目设施设备购置费的60%、50%、 40％。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:869f1167336d179cdaad4a6fe47e4b0f5ad79fa8075d3bd91d28203f0c8b3282#clause_0001,Clause,,869f1167336d179cdaad4a6fe47e4b0f5ad79fa8075d3bd91d28203f0c8b3282,869f1167336d179cdaad4a6fe47e4b0f5ad79fa8075d3bd91d28203f0c8b3282#clause_0001,1,time_rule,2016—2020年，实现能源终端消费环节电能替代散烧煤、燃油消费总量约1.3亿吨标煤，带动电煤占煤炭消费比重提高约1.9%，带动电能占终端能源消费比重提高约1.5%，促进电能占终端能源消费比重达到约27%。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:872f329b829fabeae485580e6ea8ffc598cb678cf546ae789f8ed60a40bf8ae6#clause_0002,Clause,,872f329b829fabeae485580e6ea8ffc598cb678cf546ae789f8ed60a40bf8ae6,872f329b829fabeae485580e6ea8ffc598cb678cf546ae789f8ed60a40bf8ae6#clause_0002,2,pricing_rule,第一档为每月不超过220度的电量，电价保持每度0.49元不变；,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:872f329b829fabeae485580e6ea8ffc598cb678cf546ae789f8ed60a40bf8ae6#clause_0003,Clause,,872f329b829fabeae485580e6ea8ffc598cb678cf546ae789f8ed60a40bf8ae6,872f329b829fabeae485580e6ea8ffc598cb678cf546ae789f8ed60a40bf8ae6#clause_0003,3,time_rule,第二档为每月221至400度之间的电量，电价每度0.54元，比第一档提高0.05元；,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:872f329b829fabeae485580e6ea8ffc598cb678cf546ae789f8ed60a40bf8ae6#clause_0004,Clause,,872f329b829fabeae485580e6ea8ffc598cb678cf546ae789f8ed60a40bf8ae6,872f329b829fabeae485580e6ea8ffc598cb678cf546ae789f8ed60a40bf8ae6#clause_0004,4,pricing_rule,第三档为每月超过400度的电量，电价每度0.79元，比第一档提高0.3元；居民阶梯电价以年度为周期结算。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:881491ec6e32e0e2abc98ea7df793609e0167cc5202791da22a326af5e787a2c#clause_0005,Clause,,881491ec6e32e0e2abc98ea7df793609e0167cc5202791da22a326af5e787a2c,881491ec6e32e0e2abc98ea7df793609e0167cc5202791da22a326af5e787a2c#clause_0005,5,other,一批机器人核心技术和高端产品取得突破，整机综合指标达到国际先进水平，关键零部件性能和可靠性达到国际同类产品水平。机器人产业营业收入年均增速超过20%。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:88741f01ecfe3abf37bb1d0d44c17bad4304be617de9deefdeb893a60fd9290e#clause_0012,Clause,,88741f01ecfe3abf37bb1d0d44c17bad4304be617de9deefdeb893a60fd9290e,88741f01ecfe3abf37bb1d0d44c17bad4304be617de9deefdeb893a60fd9290e#clause_0012,12,time_rule,到2030年，营运交通工具单位换算周转量碳排放强度比2020年下降9.5%左右。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8892852e8071ae32c3725e87e81968070485fe999feb530a747dad8a040341e0#clause_0000,Clause,,8892852e8071ae32c3725e87e81968070485fe999feb530a747dad8a040341e0,8892852e8071ae32c3725e87e81968070485fe999feb530a747dad8a040341e0#clause_0000,0,time_rule,"<h2>file:《关于延续和优化新能源汽车车辆购置税减免政策的公告》.txt</h2>
2023年6月19日	《关于延续和优化新能源汽车车辆购置税减免政策的公告》	一、对购置日期在2024年1月1日至2025年12月31日期间的新能源汽车免征车辆购置税，其中，每辆新能源乘用车免税额不超过3万元；",,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8892852e8071ae32c3725e87e81968070485fe999feb530a747dad8a040341e0#clause_0001,Clause,,8892852e8071ae32c3725e87e81968070485fe999feb530a747dad8a040341e0,8892852e8071ae32c3725e87e81968070485fe999feb530a747dad8a040341e0#clause_0001,1,table_row_clause,2023年6月19日	《关于延续和优化新能源汽车车辆购置税减免政策的公告》	一、对购置日期在2024年1月1日至2025年12月31日期间的新能源汽车免征车辆购置税，其中，每辆新能源乘用车免税额不超过3万元；对购置日期在2026年1月1日至2027年12月31日期间的新能源汽车减半征收车辆购置税，其中，每辆新能源乘用车减税额不超过1.5万元。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8892852e8071ae32c3725e87e81968070485fe999feb530a747dad8a040341e0#clause_0002,Clause,,8892852e8071ae32c3725e87e81968070485fe999feb530a747dad8a040341e0,8892852e8071ae32c3725e87e81968070485fe999feb530a747dad8a040341e0#clause_0002,2,time_rule,对购置日期在2026年1月1日至2027年12月31日期间的新能源汽车减半征收车辆购置税，其中，每辆新能源乘用车减税额不超过1.5万元。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8a38fc0ed229ca59f4e8c0338588ed972cd97c0a52ee067064d2d696dd9021bd#clause_0001,Clause,,8a38fc0ed229ca59f4e8c0338588ed972cd97c0a52ee067064d2d696dd9021bd,8a38fc0ed229ca59f4e8c0338588ed972cd97c0a52ee067064d2d696dd9021bd#clause_0001,1,table_row_clause,2024-09-11 	《永春县设施农业温室大棚政策》	起补面积：类温室大棚的起补面积分别为智能温室2亩、智能温控大棚一10亩、智能温控大棚二10亩、温室大棚一20亩、温室大棚二20亩、温室大棚三20亩。多棚型申报的合计起补面积以其中起补要求高的为准。基本补助标准：参照原六类省定温室大棚补助标准，叠加市级补贴后，即：智能温室每亩10万元、智能温控大棚一每亩5万元(其中未配备外遮阳系统的智能温控大棚一基本补助标准调整为每亩补助4万元)、智能温控大棚二每亩2万元、温室大棚一每亩1万元、温室大棚二每亩0.75万元、温室大棚三每亩0.5万元。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8a38fc0ed229ca59f4e8c0338588ed972cd97c0a52ee067064d2d696dd9021bd#clause_0003,Clause,,8a38fc0ed229ca59f4e8c0338588ed972cd97c0a52ee067064d2d696dd9021bd,8a38fc0ed229ca59f4e8c0338588ed972cd97c0a52ee067064d2d696dd9021bd#clause_0003,3,subsidy_rule,基本补助标准：参照原六类省定温室大棚补助标准，叠加市级补贴后，即：智能温室每亩10万元、智能温控大棚一每亩5万元(其中未配备外遮阳系统的智能温控大棚一基本补助标准调整为每亩补助4万元)、智能温控大棚二每亩2万元、温室大棚一每亩1万元、温室大棚二每亩0.75万元、温室大棚三每亩0.5万元。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8b20b8b5d683f19fe69f3fa1ec0f3272c5e99b10590f82cf4e238232ec7ee7fa#clause_0000,Clause,,8b20b8b5d683f19fe69f3fa1ec0f3272c5e99b10590f82cf4e238232ec7ee7fa,8b20b8b5d683f19fe69f3fa1ec0f3272c5e99b10590f82cf4e238232ec7ee7fa#clause_0000,0,time_rule,"2022年3月2日 山东省发展改革委关于完善居民分时电价政策的通知
2022年5月1日起，为鼓励居民用户参与电力移峰填谷，优化电力资源利用，本通知对居民分时电价政策进行调整，峰段电价每千瓦时提高0.03元，谷段电价降低0.17元，且电动汽车充电桩分时电价调整为峰段0.725元、谷段0.385元，采暖期谷段电价进一步降低至0.3469元。",,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8cb1f5c7e00d4df09dab22618fbcfa02b68ae905acba728be35b24aade110dc9#clause_0000,Clause,,8cb1f5c7e00d4df09dab22618fbcfa02b68ae905acba728be35b24aade110dc9,8cb1f5c7e00d4df09dab22618fbcfa02b68ae905acba728be35b24aade110dc9#clause_0000,0,time_rule,"<h2>file:《关于延续和优化新能源汽车车辆购置税减免政策的公告》.txt</h2>
2023年6月19日	《关于延续和优化新能源汽车车辆购置税减免政策的公告》	一、对购置日期在2024年1月1日至2025年12月31日期间的新能源汽车免征车辆购置税，其中，每辆新能源乘用车免税额不超过3万元；",,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8cb1f5c7e00d4df09dab22618fbcfa02b68ae905acba728be35b24aade110dc9#clause_0001,Clause,,8cb1f5c7e00d4df09dab22618fbcfa02b68ae905acba728be35b24aade110dc9,8cb1f5c7e00d4df09dab22618fbcfa02b68ae905acba728be35b24aade110dc9#clause_0001,1,table_row_clause,2023年6月19日	《关于延续和优化新能源汽车车辆购置税减免政策的公告》	一、对购置日期在2024年1月1日至2025年12月31日期间的新能源汽车免征车辆购置税，其中，每辆新能源乘用车免税额不超过3万元；对购置日期在2026年1月1日至2027年12月31日期间的新能源汽车减半征收车辆购置税，其中，每辆新能源乘用车减税额不超过1.5万元。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8cb1f5c7e00d4df09dab22618fbcfa02b68ae905acba728be35b24aade110dc9#clause_0002,Clause,,8cb1f5c7e00d4df09dab22618fbcfa02b68ae905acba728be35b24aade110dc9,8cb1f5c7e00d4df09dab22618fbcfa02b68ae905acba728be35b24aade110dc9#clause_0002,2,time_rule,对购置日期在2026年1月1日至2027年12月31日期间的新能源汽车减半征收车辆购置税，其中，每辆新能源乘用车减税额不超过1.5万元。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8cbf9d571e472404e9b79d5a7ebb488d70af5040f4c4a6f056ba9491f738d6fb#clause_0002,Clause,,8cbf9d571e472404e9b79d5a7ebb488d70af5040f4c4a6f056ba9491f738d6fb,8cbf9d571e472404e9b79d5a7ebb488d70af5040f4c4a6f056ba9491f738d6fb#clause_0002,2,subsidy_rule,（含表后线路改造）费用，实行一次补贴，按照4600元/户的标准补贴至用户，市、县（市、区）按照2：3比例分担，不足部分由用户承担。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8cbf9d571e472404e9b79d5a7ebb488d70af5040f4c4a6f056ba9491f738d6fb#clause_0005,Clause,,8cbf9d571e472404e9b79d5a7ebb488d70af5040f4c4a6f056ba9491f738d6fb,8cbf9d571e472404e9b79d5a7ebb488d70af5040f4c4a6f056ba9491f738d6fb#clause_0005,5,subsidy_rule,自2019年起对本年度“煤改电”用户按照采暖期用电0.2元/千瓦时的标准补贴，每户每年最高补贴电量6000千瓦时,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8cbf9d571e472404e9b79d5a7ebb488d70af5040f4c4a6f056ba9491f738d6fb#clause_0006,Clause,,8cbf9d571e472404e9b79d5a7ebb488d70af5040f4c4a6f056ba9491f738d6fb,8cbf9d571e472404e9b79d5a7ebb488d70af5040f4c4a6f056ba9491f738d6fb#clause_0006,6,subsidy_rule,（每户每年最高补贴1200元），所需资金由市、县按照3：7比例分担，补贴时间暂定3年。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8e6fda04dc4cc2a5dabc23280052ecf857f10f0630620fa83d268a2bad0818f2#clause_0000,Clause,,8e6fda04dc4cc2a5dabc23280052ecf857f10f0630620fa83d268a2bad0818f2,8e6fda04dc4cc2a5dabc23280052ecf857f10f0630620fa83d268a2bad0818f2#clause_0000,0,time_rule,"2023年8月30日 新疆维吾尔自治区发展改革委关于进一步完善分时电价有关事宜的通知
2023年10月1日起，为进一步优化分时电价政策，促进新能源消纳，推动绿色低碳发展，本通知对峰谷时段进行了优化，调整后的高峰时段为8:00-11:00和19:00-24:00，低谷时段为4:00-8:00和13:00-17:00，其他时间为平时段。",,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8e6fda04dc4cc2a5dabc23280052ecf857f10f0630620fa83d268a2bad0818f2#clause_0001,Clause,,8e6fda04dc4cc2a5dabc23280052ecf857f10f0630620fa83d268a2bad0818f2,8e6fda04dc4cc2a5dabc23280052ecf857f10f0630620fa83d268a2bad0818f2#clause_0001,1,pricing_rule,高峰、低谷电价在平段电价基础上浮动75%。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8e6fda04dc4cc2a5dabc23280052ecf857f10f0630620fa83d268a2bad0818f2#clause_0002,Clause,,8e6fda04dc4cc2a5dabc23280052ecf857f10f0630620fa83d268a2bad0818f2,8e6fda04dc4cc2a5dabc23280052ecf857f10f0630620fa83d268a2bad0818f2#clause_0002,2,time_rule,此外，设置深谷电价，5至8月的14:00-16:00为深谷时段，电价下浮90%。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8e6fda04dc4cc2a5dabc23280052ecf857f10f0630620fa83d268a2bad0818f2#clause_0003,Clause,,8e6fda04dc4cc2a5dabc23280052ecf857f10f0630620fa83d268a2bad0818f2,8e6fda04dc4cc2a5dabc23280052ecf857f10f0630620fa83d268a2bad0818f2#clause_0003,3,time_rule,尖峰时段保持不变，1月、11月、12月的19:00-21:00以及7月的21:00-23:00为尖峰时段，电价上浮100%。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8e713f5036be608e8536659484a13e29de44d6d15aa0bd0098266d8d1e9e0242#clause_0007,Clause,,8e713f5036be608e8536659484a13e29de44d6d15aa0bd0098266d8d1e9e0242,8e713f5036be608e8536659484a13e29de44d6d15aa0bd0098266d8d1e9e0242#clause_0007,7,time_rule,2016—2020年，实现能源终端消费环节电能替代散烧煤、燃油消费总量约1.3亿吨标煤，带动电煤占煤炭消费比重提高约1.9%，带动电能占终端能源消费比重提高约1.5%，促进电能占终端能源消费比重达到约27%。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8ef9c7da6345158c1bdde2870ce06ba13dba085fbeb6e9018927491cf218225c#clause_0001,Clause,,8ef9c7da6345158c1bdde2870ce06ba13dba085fbeb6e9018927491cf218225c,8ef9c7da6345158c1bdde2870ce06ba13dba085fbeb6e9018927491cf218225c#clause_0001,1,time_rule,调整后的高峰时段为10:00-12:00和15:00-21:00，平段为7:00-10:00、12:00-15:00及21:00-23:00，低谷时段为23:00-次日7:00。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8ef9c7da6345158c1bdde2870ce06ba13dba085fbeb6e9018927491cf218225c#clause_0002,Clause,,8ef9c7da6345158c1bdde2870ce06ba13dba085fbeb6e9018927491cf218225c,8ef9c7da6345158c1bdde2870ce06ba13dba085fbeb6e9018927491cf218225c#clause_0002,2,time_rule,夏季（7月、8月）和冬季（1月、12月）负荷高峰期的尖峰电价时段分别为15:00-17:00和19:00-21:00。对于大容量商业用户,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:8ff4be5e9f150c3bdbcf092c80c3c0b53be7375d0f00106ad6ada53c4e2294a5#clause_0003,Clause,,8ff4be5e9f150c3bdbcf092c80c3c0b53be7375d0f00106ad6ada53c4e2294a5,8ff4be5e9f150c3bdbcf092c80c3c0b53be7375d0f00106ad6ada53c4e2294a5#clause_0003,3,time_rule,到2025年，电能占终端能源消费比重达到30%左右。大力推进工业领域电气化。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:917e89c9d28f08e37543fdcddbf99ba7c272516ee6b3ca3536d685ecfe8c86f0#clause_0001,Clause,,917e89c9d28f08e37543fdcddbf99ba7c272516ee6b3ca3536d685ecfe8c86f0,917e89c9d28f08e37543fdcddbf99ba7c272516ee6b3ca3536d685ecfe8c86f0#clause_0001,1,table_row_clause,京政农发〔2023〕49号	北京市农村地区清洁取暖设备更新工作指导意见	对清洁取暖设备运行使用满10年（燃气壁挂炉运行使用满8年）且无法正常使用和虽没有达到使用年限经认定具备报废标准（见附件）的，参照家电下乡补贴的方式，由农村住户市场化自行购买符合要求的清洁取暖设备，按照产品销售价格的40%进行补贴（对生态涵养区，市、区财政分别补贴30%和10%；对其他区，市、区财政分别补贴20%）。空气源热泵类产品最高补贴金额不超过0.6万元/户，其他产品最高补贴金额不超过0.36万元/户。设备更新后10年内不得再次享受更新补贴政策。对一次性支付设备资金有困难的农户，符合条件的，可按照银行机构推出的相关金融产品，自愿向银行机构申请分期付款，区级财政予以贴息支持。对低保户、五保户、低收入家庭等特殊困难群体，经各区民政部门核实后，应在现有补贴的基础上加大补贴力度，具体政策由各区政府研究制定。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:917e89c9d28f08e37543fdcddbf99ba7c272516ee6b3ca3536d685ecfe8c86f0#clause_0003,Clause,,917e89c9d28f08e37543fdcddbf99ba7c272516ee6b3ca3536d685ecfe8c86f0,917e89c9d28f08e37543fdcddbf99ba7c272516ee6b3ca3536d685ecfe8c86f0#clause_0003,3,subsidy_rule,（见附件）的，参照家电下乡补贴的方式，由农村住户市场化自行购买符合要求的清洁取暖设备，按照产品销售价格的40%进行补贴（对生态涵养区，市、区财政分别补贴30%和10%；对其他区，市、区财政分别补贴20%）。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:917e89c9d28f08e37543fdcddbf99ba7c272516ee6b3ca3536d685ecfe8c86f0#clause_0004,Clause,,917e89c9d28f08e37543fdcddbf99ba7c272516ee6b3ca3536d685ecfe8c86f0,917e89c9d28f08e37543fdcddbf99ba7c272516ee6b3ca3536d685ecfe8c86f0#clause_0004,4,subsidy_rule,空气源热泵类产品最高补贴金额不超过0.6万元/户，其他产品最高补贴金额不超过0.36万元/户。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:92e84b72ef2f5a11bbc950bceb47099d119cfe6635c2b8757f6582b673168bf0#clause_0001,Clause,,92e84b72ef2f5a11bbc950bceb47099d119cfe6635c2b8757f6582b673168bf0,92e84b72ef2f5a11bbc950bceb47099d119cfe6635c2b8757f6582b673168bf0#clause_0001,1,time_rule,峰谷时段划分为高峰（9:00-12:00、16:00-21:00）、平段（7:00-9:00、12:00-16:00、21:00-23:00）和低谷（23:00-7:00），其中冬季（1、12月）和夏季（7、8月）部分高峰时段包含尖峰时段。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:92e84b72ef2f5a11bbc950bceb47099d119cfe6635c2b8757f6582b673168bf0#clause_0002,Clause,,92e84b72ef2f5a11bbc950bceb47099d119cfe6635c2b8757f6582b673168bf0,92e84b72ef2f5a11bbc950bceb47099d119cfe6635c2b8757f6582b673168bf0#clause_0002,2,pricing_rule,高峰电价在平段电价基础上上浮50%，低谷电价下浮54%，尖峰电价在高峰电价基础上上浮20%。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:94c590b102ade026538aeffdd33a1708509a35674bb3f467aed33c570fc34908#clause_0003,Clause,,94c590b102ade026538aeffdd33a1708509a35674bb3f467aed33c570fc34908,94c590b102ade026538aeffdd33a1708509a35674bb3f467aed33c570fc34908#clause_0003,3,subsidy_rule,（见附件）的，参照家电下乡补贴的方式，由农村住户市场化自行购买符合要求的清洁取暖设备，按照产品销售价格的40%进行补贴（对生态涵养区，市、区财政分别补贴30%和10%；对其他区，市、区财政分别补贴20%）。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:94c590b102ade026538aeffdd33a1708509a35674bb3f467aed33c570fc34908#clause_0004,Clause,,94c590b102ade026538aeffdd33a1708509a35674bb3f467aed33c570fc34908,94c590b102ade026538aeffdd33a1708509a35674bb3f467aed33c570fc34908#clause_0004,4,subsidy_rule,空气源热泵类产品最高补贴金额不超过0.6万元/户，其他产品最高补贴金额不超过0.36万元/户。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:95f6ba6c18bedd1be1da79aa08a7d72056b883f00acb9c39d5361b880a4dd595#clause_0001,Clause,,95f6ba6c18bedd1be1da79aa08a7d72056b883f00acb9c39d5361b880a4dd595,95f6ba6c18bedd1be1da79aa08a7d72056b883f00acb9c39d5361b880a4dd595#clause_0001,1,time_rule,（4月至10月）两种模式，其中夏季第一档月用电量为220度（含）以内，第二档为221-360度（含），第三档为361度（含）以上；冬季第一档为160度（含）以内，第二档为161-290度（含），第三档为291度（含）以上。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:95f6ba6c18bedd1be1da79aa08a7d72056b883f00acb9c39d5361b880a4dd595#clause_0002,Clause,,95f6ba6c18bedd1be1da79aa08a7d72056b883f00acb9c39d5361b880a4dd595,95f6ba6c18bedd1be1da79aa08a7d72056b883f00acb9c39d5361b880a4dd595#clause_0002,2,pricing_rule,第一档电价标准维持不变，第二档加价0.05元/千瓦时，第三档加价0.3元/千瓦时。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:95f6ba6c18bedd1be1da79aa08a7d72056b883f00acb9c39d5361b880a4dd595#clause_0003,Clause,,95f6ba6c18bedd1be1da79aa08a7d72056b883f00acb9c39d5361b880a4dd595,95f6ba6c18bedd1be1da79aa08a7d72056b883f00acb9c39d5361b880a4dd595#clause_0003,3,other,城乡低保户和农村五保户每月享有10度免费电量，由供电企业在抄表收费时直接扣减；,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:95f6ba6c18bedd1be1da79aa08a7d72056b883f00acb9c39d5361b880a4dd595#clause_0004,Clause,,95f6ba6c18bedd1be1da79aa08a7d72056b883f00acb9c39d5361b880a4dd595,95f6ba6c18bedd1be1da79aa08a7d72056b883f00acb9c39d5361b880a4dd595#clause_0004,4,pricing_rule,合表居民用户及执行居民电价的非居民用户每度加价0.0212元。,,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
Clause:9634a7cefdb8a7018741e8ef683bb7b815f1dbc1d60d42350574f3dd240e55b7#clause_0000,Clause,,9634a7cefdb8a7018741e8ef683bb7b815f1dbc1d60d42350574f3dd240e55b7,9634a7cefdb8a7018741e8ef683bb7b815f1dbc1d60d42350574f3dd240e55b7#clause_0000,0,time_rule,"<h2>file:《关于全面加强生态环境保护坚决打好污染防治攻坚战的实施意见》.txt</h2>
2018-06-24 《关于全面加强生态环境保护坚决打好污染防治攻坚战的实施意见》
全国细颗粒物（PM2.5）未达标地级及以上城市浓度比2015年下降18%以上，地级及以上城市空气质量优良天数比率达到80%以上；",,,,,,,,,,,,,,,,,,,,step7b_iterB_rulefix,strict_all
